,loannumber,loanamount,totaldue,termdays,bank_account_type,longitude_gps,latitude_gps,employment_status_clients,creationdate_dow,additional_charges,is_referred,age,ploan_loanamount_mean,ploan_loanamount_min,ploan_loanamount_25%,ploan_loanamount_50%,ploan_loanamount_75%,ploan_loanamount_max,ploan_totaldue_mean,ploan_totaldue_min,ploan_totaldue_25%,ploan_totaldue_50%,ploan_totaldue_75%,ploan_totaldue_max,ploan_termdays_mean,ploan_termdays_min,ploan_termdays_25%,ploan_termdays_50%,ploan_termdays_75%,ploan_termdays_max,ploan_approval_time_mean,ploan_approval_time_min,ploan_approval_time_25%,ploan_approval_time_50%,ploan_approval_time_75%,ploan_approval_time_max,ploan_return_days_mean_x,ploan_return_days_min_x,ploan_return_days_25%_x,ploan_return_days_50%_x,ploan_return_days_75%_x,ploan_return_days_max_x,ploan_return_days_mean_y,ploan_return_days_min_y,ploan_return_days_25%_y,ploan_return_days_50%_y,ploan_return_days_75%_y,ploan_return_days_max_y,ploan_first_return_days_mean,ploan_first_return_days_min,ploan_first_return_days_25%,ploan_first_return_days_50%,ploan_first_return_days_75%,ploan_first_return_days_max,ploan_additional charges_mean,ploan_additional charges_min,ploan_additional charges_25%,ploan_additional charges_50%,ploan_additional charges_75%,ploan_additional charges_max,good_bad_flag,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank
471,8.0,30000.0,34500.0,30.0,1.0,8.536913,7.7239588,0.0,4.0,4500.0,0.0,34.0,18571.428571428572,10000.0,10000.0,20000.0,25000.0,30000.0,21499.985714285714,11500.0,13000.0,22250.0,28124.95,34500.0,23.571428571428573,15.0,15.0,30.0,30.0,30.0,1.0042857142857142,1.0,1.0,1.0,1.005,1.02,17.428571428571427,2.0,7.0,15.0,29.0,33.0,17.428571428571427,2.0,7.0,15.0,29.0,33.0,5.428571428571429,-1.0,-1.0,-1.0,10.5,21.0,2928.557142857143,1500.0,2250.0,3000.0,3499.9500000000007,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
472,12.0,45000.0,49500.0,60.0,1.0,5.373089,6.441402650000001,1.0,4.0,4500.0,0.0,37.5,22272.727272727272,10000.0,20000.0,20000.0,27500.0,40000.0,26290.909090909092,11500.0,23500.0,23800.0,32500.0,44000.0,34.09090909090909,15.0,30.0,30.0,30.0,60.0,1.000909090909091,1.0,1.0,1.0,1.0,1.01,26.181818181818183,7.0,20.0,28.0,30.0,55.0,26.181818181818183,7.0,20.0,28.0,30.0,55.0,4.909090909090909,-1.0,0.0,3.0,8.0,19.0,4018.181818181818,1500.0,3500.0,3800.0,4250.0,6800.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
473,4.0,20000.0,24500.0,30.0,1.0,4.5674642500000004,8.11656005,0.0,4.0,4500.0,0.0,33.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12000.0,11500.0,11500.0,11500.0,12250.0,13000.0,20.0,15.0,15.0,15.0,22.5,30.0,1.0066666666666666,1.0,1.0,1.0,1.01,1.02,19.666666666666668,15.0,15.0,15.0,22.0,29.0,19.666666666666668,15.0,15.0,15.0,22.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2000.0,1500.0,1500.0,1500.0,2250.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
474,5.0,20000.0,24500.0,30.0,1.0,3.1758382999999997,6.681346899999999,0.0,1.0,4500.0,0.0,37.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,15125.0,11500.0,11500.0,12250.0,15875.0,24500.0,22.5,15.0,15.0,22.5,30.0,30.0,1.005,1.0,1.0,1.0,1.005,1.02,21.5,10.0,14.5,22.0,29.0,32.0,21.5,10.0,14.5,22.0,29.0,32.0,0.0,-3.0,-1.5,0.0,1.5,3.0,2625.0,1500.0,1500.0,2250.0,3375.0,4500.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
475,2.0,10000.0,13000.0,30.0,1.0,7.6671032,8.00428775,0.0,2.0,3000.0,0.0,41.5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20.0,20.0,20.0,20.0,20.0,20.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
476,8.0,40000.0,48000.0,60.0,0.0,3.381785,7.120685000000001,1.0,2.0,8000.0,0.0,38.0,23571.428571428572,10000.0,12500.0,30000.0,30000.0,40000.0,28796.428571428572,13000.0,15687.5,36000.0,36800.0,47600.0,47.142857142857146,30.0,30.0,60.0,60.0,60.0,1.002857142857143,1.0,1.0,1.0,1.0,1.02,42.142857142857146,27.0,29.0,35.0,56.0,63.0,42.142857142857146,27.0,29.0,35.0,56.0,63.0,-2.0,-10.0,-2.0,-1.0,0.0,1.0,5225.0,3000.0,3187.5,6000.0,6800.0,7600.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
477,5.0,20000.0,24500.0,30.0,1.0,7.358504400000001,8.9956532,0.0,3.0,4500.0,1.0,47.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,14750.0,11500.0,11500.0,11500.0,14750.0,24500.0,18.75,15.0,15.0,15.0,18.75,30.0,1.005,1.0,1.0,1.0,1.005,1.02,14.25,8.0,10.25,11.0,15.0,27.0,14.25,8.0,10.25,11.0,15.0,27.0,3.25,2.0,2.0,2.5,3.75,6.0,2250.0,1500.0,1500.0,1500.0,2250.0,4500.0,Good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,3.0,10000.0,13000.0,30.0,1.0,7.413633,10.468826400000001,0.0,1.0,3000.0,1.0,43.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.01,1.0,1.005,1.01,1.0150000000000001,1.02,32.0,24.0,28.0,32.0,36.0,40.0,32.0,24.0,28.0,32.0,36.0,40.0,-1.0,-8.0,-4.5,-1.0,2.5,6.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
479,3.0,10000.0,13000.0,30.0,1.0,3.4128679,6.4538025999999995,0.0,3.0,3000.0,0.0,40.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,27.0,33.5,40.0,46.5,53.0,40.0,27.0,33.5,40.0,46.5,53.0,-10.5,-24.0,-17.25,-10.5,-3.75,3.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
480,2.0,10000.0,11500.0,15.0,1.0,3.4351126,6.5114563,0.5,5.0,1500.0,0.0,25.5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
481,4.0,20000.0,24500.0,30.0,1.0,7.5617945,8.9763774,0.0,6.0,4500.0,1.0,26.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,21.0,22.5,24.0,25.5,27.0,24.0,21.0,22.5,24.0,25.5,27.0,5.333333333333333,3.0,4.0,5.0,6.5,8.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
482,3.0,10000.0,11500.0,15.0,1.0,3.3534826,6.651007099999999,0.0,0.0,1500.0,0.0,31.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,9.0,10.5,12.0,13.5,15.0,12.0,9.0,10.5,12.0,13.5,15.0,2.5,-1.0,0.75,2.5,4.25,6.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,2.0,10000.0,11500.0,15.0,1.0,7.9406683000000005,5.0117017,4.0,3.0,1500.0,0.0,28.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,7.0,7.0,7.0,7.0,7.0,7.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,9.0,30000.0,34500.0,30.0,0.0,7.907452799999999,8.855495199999998,0.0,5.0,4500.0,0.0,29.0,16875.0,10000.0,10000.0,17500.0,20000.0,30000.0,19773.4375,11500.0,13000.0,19293.75,23800.0,34500.0,24.375,15.0,15.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,27.375,3.0,14.75,22.0,31.75,70.0,27.375,3.0,14.75,22.0,31.75,70.0,-3.25,-39.0,-5.0,1.0,6.0,13.0,2898.4375,1500.0,1846.875,3000.0,3800.0,4500.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,2.0,10000.0,13000.0,30.0,1.0,6.9804583,4.8522233,0.0,3.0,3000.0,1.0,45.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
486,4.0,10000.0,11500.0,15.0,1.0,3.5071366000000004,6.4368689,0.0,0.0,1500.0,0.0,38.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,28.666666666666668,26.0,26.0,26.0,30.0,34.0,28.666666666666668,26.0,26.0,26.0,30.0,34.0,-14.0,-19.0,-15.5,-12.0,-11.5,-11.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
487,3.0,10000.0,13000.0,30.0,1.0,6.689872099999999,6.2415877,0.0,3.0,3000.0,0.0,33.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12250.0,11500.0,11875.0,12250.0,12625.0,13000.0,22.5,15.0,18.75,22.5,26.25,30.0,1.01,1.0,1.005,1.01,1.0150000000000001,1.02,17.0,1.0,9.0,17.0,25.0,33.0,17.0,1.0,9.0,17.0,25.0,33.0,4.0,-4.0,0.0,4.0,8.0,12.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,Good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
488,2.0,10000.0,11500.0,15.0,1.0,3.9510227999999996,7.404637200000001,0.0,0.0,1500.0,0.0,41.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
489,2.0,10000.0,11500.0,15.0,0.0,7.359252099999999,8.9924654,1.0,3.0,1500.0,0.0,37.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
490,2.0,10000.0,13000.0,30.0,1.5,6.0851858000000005,8.764718299999998,0.0,4.0,3000.0,0.0,30.5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,10.0,10.0,10.0,10.0,10.0,10.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
491,2.0,10000.0,13000.0,30.0,1.0,3.2814697,6.5958022,0.0,5.0,3000.0,1.0,37.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Bad,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
492,2.0,10000.0,13000.0,30.0,1.0,3.2846961,6.6614073000000005,0.0,2.0,3000.0,0.0,37.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,2.0,10000.0,11500.0,15.0,1.0,3.9117647499999997,7.458299299999999,0.0,3.0,1500.0,0.0,26.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
494,2.0,10000.0,13000.0,30.0,1.0,6.9800002999999995,4.8623596,0.0,2.0,3000.0,0.0,39.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
495,11.0,40000.0,48000.0,60.0,0.0,3.4950552999999998,6.80119955,1.0,5.0,8000.0,0.0,33.0,25000.0,10000.0,12500.0,30000.0,30000.0,40000.0,30475.0,11450.0,15875.0,36800.0,36800.0,48000.0,46.5,15.0,30.0,60.0,60.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,28.2,0.0,24.5,28.5,32.0,51.0,28.2,0.0,24.5,28.5,32.0,51.0,1.2,-12.0,-1.0,0.5,3.75,14.0,5475.0,1450.0,3375.0,6800.0,6800.0,8000.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
496,12.0,40000.0,44000.0,30.0,0.0,3.3607367,6.6755083,0.0,2.0,4000.0,0.0,34.0,25454.545454545456,10000.0,20000.0,30000.0,30000.0,40000.0,28636.363636363636,11500.0,22075.0,34400.0,34400.0,44000.0,23.181818181818183,15.0,15.0,30.0,30.0,30.0,1.0018181818181817,1.0,1.0,1.0,1.0,1.01,19.545454545454547,5.0,13.5,26.0,27.0,29.0,19.545454545454547,5.0,13.5,26.0,27.0,29.0,2.4545454545454546,-1.0,0.5,1.0,3.0,10.0,3181.818181818182,1500.0,2075.0,4000.0,4400.0,4400.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,22.0,50000.0,52500.0,30.0,0.0,5.629201999999999,6.2703713,1.0,5.0,2500.0,0.0,32.0,30476.190476190477,10000.0,30000.0,30000.0,40000.0,50000.0,33879.76190476191,11125.0,32250.0,34400.0,44000.0,52500.0,25.0,15.0,15.0,30.0,30.0,30.0,1.000952380952381,1.0,1.0,1.0,1.0,1.02,19.142857142857142,0.0,11.0,18.0,27.0,50.0,19.142857142857142,0.0,11.0,18.0,27.0,50.0,4.904761904761905,-19.0,-2.0,2.0,13.0,29.0,3403.5714285714284,1125.0,2250.0,4000.0,4400.0,4800.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
498,7.0,10000.0,13000.0,30.0,1.5,7.7031155500000015,7.06060285,1.0,5.0,3000.0,0.0,37.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0016666666666667,1.0,1.0,1.0,1.0,1.01,41.666666666666664,28.0,38.25,43.0,48.5,49.0,41.666666666666664,28.0,38.25,43.0,48.5,49.0,-12.833333333333334,-20.0,-19.5,-14.0,-9.25,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,2.0,10000.0,13000.0,30.0,1.0,3.332936,6.84342925,0.0,4.0,3000.0,0.0,34.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,5.0,20000.0,24500.0,30.0,1.0,3.8556428999999994,7.3372190999999995,0.0,2.0,4500.0,0.0,29.0,13750.0,5000.0,8750.0,10000.0,15000.0,30000.0,16000.0,5750.0,10062.5,11875.0,17812.5,34500.0,22.5,15.0,15.0,22.5,30.0,30.0,1.0025,1.0,1.0,1.0,1.0025,1.01,30.75,16.0,16.0,29.0,43.75,49.0,30.75,16.0,16.0,29.0,43.75,49.0,-4.0,-18.0,-11.25,-5.5,1.75,13.0,2250.0,750.0,1312.5,1875.0,2812.5,4500.0,Good,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
501,7.0,10000.0,10750.0,15.0,1.0,3.3349415999999996,7.117010700000001,0.0,0.0,750.0,0.0,38.0,10000.0,5000.0,10000.0,10000.0,10000.0,15000.0,11241.666666666666,5750.0,10912.5,11425.0,11487.5,16600.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0033333333333332,1.0,1.0,1.0,1.0,1.02,14.5,7.0,14.25,15.0,15.75,20.0,14.5,7.0,14.25,15.0,15.75,20.0,-0.6666666666666666,-5.0,-2.5,-1.0,-0.25,6.0,1241.6666666666667,750.0,912.5,1425.0,1487.5,1600.0,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,2.0,10000.0,13000.0,30.0,1.0,3.8710980000000004,7.3473618,0.0,6.0,3000.0,1.0,47.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,6.0,6.0,6.0,6.0,6.0,6.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,5.0,30000.0,34500.0,30.0,0.0,3.3560565,7.1874492,0.0,6.0,4500.0,0.0,55.0,17500.0,10000.0,10000.0,15000.0,22500.0,30000.0,20325.0,11500.0,11500.0,17650.0,26475.0,34500.0,22.5,15.0,15.0,22.5,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,18.25,5.0,7.25,18.5,29.5,31.0,18.25,5.0,7.25,18.5,29.5,31.0,3.75,-1.0,-1.0,3.5,8.25,9.0,2825.0,1500.0,1500.0,2650.0,3975.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
504,10.0,20000.0,24500.0,30.0,0.0,3.5150748,6.4287105,1.0,4.0,4500.0,0.0,45.0,11111.111111111111,10000.0,10000.0,10000.0,10000.0,20000.0,14277.777777777777,13000.0,13000.0,13000.0,13000.0,24500.0,30.0,30.0,30.0,30.0,30.0,30.0,1.001111111111111,1.0,1.0,1.0,1.0,1.01,27.444444444444443,17.0,22.0,28.0,33.0,37.0,27.444444444444443,17.0,22.0,28.0,33.0,37.0,1.4444444444444444,-8.0,-5.0,0.0,6.0,13.0,3166.6666666666665,3000.0,3000.0,3000.0,3000.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
505,2.0,10000.0,11500.0,15.0,1.0,4.5545447999999995,8.552451199999998,0.0,5.0,1500.0,1.0,26.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,2.0,10000.0,11500.0,15.0,1.0,7.4683637,9.0590862,0.0,2.0,1500.0,0.0,32.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
507,3.0,10000.0,13000.0,30.0,0.5,3.4308099,6.4482689,0.0,3.0,3000.0,0.0,43.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,25.5,23.0,24.25,25.5,26.75,28.0,25.5,23.0,24.25,25.5,26.75,28.0,3.5,1.0,2.25,3.5,4.75,6.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
508,3.0,10000.0,13000.0,30.0,1.0,5.7529012999999996,8.7182104,0.0,4.0,3000.0,1.0,29.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12250.0,11500.0,11875.0,12250.0,12625.0,13000.0,22.5,15.0,18.75,22.5,26.25,30.0,1.01,1.0,1.005,1.01,1.0150000000000001,1.02,19.5,12.0,15.75,19.5,23.25,27.0,19.5,12.0,15.75,19.5,23.25,27.0,3.5,3.0,3.25,3.5,3.75,4.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
509,9.0,30000.0,34500.0,30.0,0.0,3.3288576,6.551921299999999,0.0,1.0,4500.0,0.0,40.0,18750.0,10000.0,10000.0,20000.0,22500.0,30000.0,22712.5,13000.0,13000.0,23800.0,26475.0,36800.0,33.75,30.0,30.0,30.0,30.0,60.0,1.0025,1.0,1.0,1.0,1.0,1.02,32.5,27.0,27.75,28.5,30.0,61.0,32.5,27.0,27.75,28.5,30.0,61.0,0.375,-1.0,-0.25,0.5,1.0,2.0,3962.5,3000.0,3000.0,3800.0,3975.0,6800.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,4.0,20000.0,24500.0,30.0,1.0,9.8062114,10.3173965,0.0,1.0,4500.0,0.0,38.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0066666666666666,1.0,1.0,1.0,1.01,1.02,12.0,10.0,11.0,12.0,13.0,14.0,12.0,10.0,11.0,12.0,13.0,14.0,1.6666666666666667,0.0,0.5,1.0,2.5,4.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
511,3.0,10000.0,11500.0,15.0,1.0,3.4787141000000004,6.4397212,0.0,3.0,1500.0,0.0,27.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,27.5,25.0,26.25,27.5,28.75,30.0,27.5,25.0,26.25,27.5,28.75,30.0,1.5,-1.0,0.25,1.5,2.75,4.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
